Nome do Cliente;Indústria;Valor Estimado;Valor de Fechamento;Oportunidade Criada Em;Data de Fechamento;Nome da Oportunidade;Categoria;Produto;Fase da Oportunidade;Status da Oportunidade;Estado;CSM
CORE Construction Group;Serviços Profissionais; R$ 20.000,00 ; R$ -   ;05/01/17;25/09/17;Desenvolvimento de flows;Consultoria;Power Automate;1 - Lead;Perdida;Santa Catarina;Jack Sparrow
CORE Construction Group;Serviços Profissionais; R$ 22.000,00 ; R$ 22.000,00 ;07/03/20;18/03/20;Implantação PPM;Consultoria;Microsoft Project Server;7 - Encerramento;Ganha;Santa Catarina;Marty McFly
CRESTRON ELECTRONICS LTDA;Manufatura; R$ 55.000,00 ; R$ -   ;19/12/18;18/04/19;Treinamento para Administradores;Treinamento;Microsoft Project Online;Não classificada;Perdida;Bahia;Marty McFly
CSG International;Serviços Profissionais; R$ 7.980,00 ; R$ -   ;19/05/20;15/07/20;Desenvolvimento de relatórios;Consultoria;Microsoft Project Server;6 - Proposta enviada;Perdida;Distrito Federal;Mia Wallace
Cutera;Serviços Profissionais; R$ 55.000,00 ; R$ -   ;07/12/18;23/04/19;Treinamento fundamentos;Treinamento;Microsoft Project Desktop;Não classificada;Perdida;São Paulo;Mia Wallace
CYDCOR INC;Serviços Profissionais; R$ 72.294,99 ; R$ -   ;22/01/15;10/04/15;Desenvolvimento de flows;Consultoria;Power Automate;1 - Lead;Perdida;São Paulo;Marty McFly
DART CONT CORP;Serviços Profissionais; R$ 19,99 ; R$ 19,99 ;21/09/18;21/09/18;Pacote de relatórios Power BI;Produtos;Microsoft Power BI;3 - Entendimento de necessidades;Ganha;Rio Grande do Sul;Vincent Vega
DataPath, Inc.;Saúde; R$ 495,00 ; R$ 495,00 ;31/08/16;26/08/16;Contratação pontual de suporte;Serviços;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;São Paulo;Mia Wallace
DataPath, Inc.;Saúde; R$ 8.500,00 ; R$ 8.500,00 ;26/08/16;06/09/16;Treinamento autores de relatório;Treinamento;Microsoft Power BI;3 - Entendimento de necessidades;Ganha;São Paulo;Django Freeman
DataPath, Inc.;Saúde; R$ 19.377,00 ; R$ 19.377,00 ;15/02/16;16/03/17;Implantação PPM;Consultoria;Microsoft Project Online;1 - Lead;Perdida;São Paulo;Marty McFly
DaVita RX;Saúde; R$ 2.199,00 ; R$ -   ;29/03/17;16/11/17;Treinamento fundamentos;Treinamento;Microsoft Project Desktop;1 - Lead;Perdida;Minas Gerais;Marty McFly
Defesa Cibernética;Segurança Pública; R$ 9.000,00 ; R$ -   ;15/07/16;14/07/17;Treinamento fundamentos;Treinamento;Microsoft Project Desktop;Não classificada;Perdida;Minas Gerais;Mia Wallace
Defesa Cibernética;Segurança Pública; R$ 12.000,00 ; R$ -   ;09/03/17;26/06/17;Migração PPM (PS 2010 - POL);Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Perdida;Minas Gerais;Marty McFly
Defesa Cibernética;Segurança Pública; R$ 12.000,00 ; R$ 12.000,00 ;04/04/14;18/06/14;Treinamento autores de relatório;Treinamento;Microsoft Power BI;2 - Oportunidade;Ganha;Minas Gerais;Mia Wallace
Defesa Cibernética;Segurança Pública; R$ 18.000,00 ; R$ -   ;09/07/19;24/09/19;Contratação pontual de suporte;Serviços;Microsoft Project Online;Não classificada;Perdida;Minas Gerais;Mia Wallace
Deloitte & Touche;Serviços Profissionais; R$ 290,00 ; R$ 290,00 ;22/03/18;16/03/18;Pacote de relatórios Power BI;Produtos;Microsoft Power BI;3 - Entendimento de necessidades;Ganha;Bahia;Vincent Vega
Delta Faucet;Vendas & Departamento; R$ 62.000,00 ; R$ 62.000,00 ;14/09/20;16/09/20;Contratação pontual de suporte;Serviços;Microsoft Project Online;6 - Proposta enviada;Ganha;São Paulo;Jack Sparrow
Delta Faucet;Vendas & Departamento; R$ 86.000,00 ; R$ 86.000,00 ;19/08/19;06/11/19;Treinamento para Gerentes de Projeto;Treinamento;Microsoft Project Online;7 - Encerramento;Ganha;São Paulo;Django Freeman
Dentsu Aegis Network;Mídia & Conteúdo; R$ 2.199,00 ; R$ 2.199,00 ;16/03/17;20/03/17;Implantação PPM;Consultoria;Microsoft Project Server;3 - Entendimento de necessidades;Ganha;Bahia;Marty McFly
Dentsu Aegis Network;Mídia & Conteúdo; R$ 14.000,00 ; R$ 14.000,00 ;26/04/16;12/05/16;Implantação PPM;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Bahia;Marty McFly
Departamento de Educação;Educação; R$ 55.000,00 ; R$ -   ;05/04/19;09/09/19;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;1 - Lead;Perdida;São Paulo;Marty McFly
Departamento de Reabilitação Policial;Segurança Pública; R$ 17.000,00 ; R$ 17.000,00 ;20/12/13;30/01/14;Desenvolvimento de flows;Consultoria;Power Automate;2 - Oportunidade;Ganha;São Paulo;Vincent Vega
Desert Research  Institute;Outros; R$ 43.695,00 ; R$ -   ;30/05/18;20/07/18;Desenvolvimento de workflows;Consultoria;Microsoft Project Online;1 - Lead;Perdida;Bahia;Mia Wallace
Designworks - A BMW Company;Outros; R$ -   ; R$ -   ;23/05/16;30/03/17;Contratação pontual de suporte;Serviços;Microsoft Project Server;Não classificada;Perdida;São Paulo;Marty McFly
Devicix;Manufatura; R$ 10.000,00 ; R$ -   ;05/11/18;04/01/19;Contratação pontual de suporte;Serviços;Microsoft SharePoint Online;2 - Oportunidade;Perdida;Rio Grande do Sul;Django Freeman
Dignity Health;Saúde; R$ 15.000,00 ; R$ -   ;01/05/14;29/04/15;Desenvolvimento de flows;Consultoria;Power Automate;1 - Lead;Perdida;Santa Catarina;Jack Sparrow
Dorilton Capital;Serviços Profissionais; R$ 10.000,00 ; R$ 10.000,00 ;10/10/19;04/11/19;Treinamento autores de relatório;Treinamento;Microsoft Power BI;7 - Encerramento;Ganha;Bahia;Mia Wallace
Dorilton Capital;Serviços Profissionais; R$ 73.000,00 ; R$ -   ;18/02/20;20/03/20;Treinamento autores de relatório;Treinamento;Microsoft Power BI;6 - Proposta enviada;Perdida;Bahia;Django Freeman
Dover SA;Manufatura; R$ 2.695,00 ; R$ -   ;28/05/19;22/08/19;Contratação pontual de suporte;Serviços;Microsoft SharePoint Online;2 - Oportunidade;Perdida;Paraná;Django Freeman
DPR CONSTRUCTION INC;Outros; R$ 2.000,00 ; R$ -   ;29/06/16;13/06/17;Pacote de relatórios Excel;Produtos;Microsoft Excel;Não classificada;Perdida;São Paulo;Marty McFly
Companhia de Siderurgia Brasileira;Manufatura; R$ 2.000,00 ; R$ 2.000,00 ;07/01/16;26/01/16;Contratação pontual de suporte;Serviços;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Espírito Santo;Mia Wallace
Companhia de Siderurgia Brasileira;Manufatura; R$ 2.000,00 ; R$ 2.000,00 ;26/08/15;26/08/15;Contratação pontual de suporte;Serviços;Microsoft Project Online;1 - Lead;Ganha;Espírito Santo;Marty McFly
Companhia de Siderurgia Brasileira;Manufatura; R$ 2.000,00 ; R$ 2.000,00 ;23/01/15;22/01/15;Treinamento fundamentos;Treinamento;Microsoft Project Desktop;3 - Entendimento de necessidades;Ganha;Espírito Santo;Marty McFly
Companhia de Siderurgia Brasileira;Manufatura; R$ 2.000,00 ; R$ 2.000,00 ;09/09/14;15/09/14;Desenvolvimento de flows;Consultoria;Power Automate;3 - Entendimento de necessidades;Ganha;Espírito Santo;Rose Calvert
Companhia de Siderurgia Brasileira;Manufatura; R$ 4.000,00 ; R$ 4.000,00 ;12/01/15;15/01/15;Treinamento para Gerentes de Projeto;Treinamento;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Espírito Santo;Moana Waialiki
Companhia de Siderurgia Brasileira;Manufatura; R$ 6.000,00 ; R$ 6.000,00 ;07/07/14;21/07/14;Pacote de relatórios Power BI;Produtos;Microsoft Power BI;1 - Lead;Ganha;Espírito Santo;Jack Sparrow
Companhia de Siderurgia Brasileira;Manufatura; R$ 6.300,00 ; R$ 6.300,00 ;08/08/14;13/08/14;Pacote de relatórios Excel;Produtos;Microsoft Excel;1 - Lead;Ganha;Espírito Santo;Moana Waialiki
Companhia de Siderurgia Brasileira;Manufatura; R$ 11.500,00 ; R$ 11.500,00 ;12/02/15;19/02/15;Treinamento fundamentos;Treinamento;Microsoft Project Desktop;3 - Entendimento de necessidades;Ganha;Espírito Santo;Mia Wallace
DSM Biomedical;Saúde; R$ 4.500,00 ; R$ 4.500,00 ;20/11/15;05/01/16;Treinamento fundamentos;Treinamento;Microsoft Project Desktop;3 - Entendimento de necessidades;Ganha;São Paulo;Marty McFly
Dynamic Campus;Educação; R$ 68.850,00 ; R$ -   ;25/08/17;21/12/17;Treinamento para Gerentes de Projeto;Treinamento;Microsoft Project Online;2 - Oportunidade;Perdida;Maranhão;Rose Calvert
Dynamic Campus;Educação; R$ 74.000,00 ; R$ -   ;24/05/17;23/01/18;Treinamento fundamentos;Treinamento;Microsoft Project Desktop;1 - Lead;Perdida;São Paulo;Marty McFly
Indústrias Rodrigues;Manufatura; R$ 45.000,00 ; R$ -   ;17/04/18;04/05/18;Treinamento autores de relatório;Treinamento;Microsoft Power BI;1 - Lead;Perdida;Bahia;Marty McFly
ECHO Inc.;Outros; R$ 78.000,00 ; R$ -   ;14/02/14;29/04/15;Treinamento fundamentos;Treinamento;Microsoft Project Desktop;1 - Lead;Perdida;Paraná;Django Freeman
ECHOSTAR COMMUNICATIONS;Mídia & Conteúdo; R$ 45.000,00 ; R$ -   ;01/05/18;20/08/18;Pacote de relatórios Excel;Produtos;Microsoft Excel;Não classificada;Perdida;Santa Catarina;Moana Waialiki
Indústrias Rodrigues;Manufatura; R$ 1.599,00 ; R$ 1.599,00 ;02/08/16;16/02/17;Contratação pontual de suporte;Serviços;Microsoft SharePoint Online;1 - Lead;Perdida;São Paulo;Mia Wallace
Indústrias Rodrigues;Manufatura; R$ 1.599,00 ; R$ 1.599,00 ;25/07/16;02/08/16;Treinamento autores de relatório;Treinamento;Microsoft Power BI;3 - Entendimento de necessidades;Ganha;São Paulo;Marty McFly
Indústrias Rodrigues;Manufatura; R$ 20.800,00 ; R$ 20.800,00 ;17/04/17;27/04/17;Treinamento autores de relatório;Treinamento;Microsoft Power BI;2 - Oportunidade;Ganha;São Paulo;Jack Sparrow
Indústrias Rodrigues;Manufatura; R$ 20.800,00 ; R$ 20.800,00 ;09/03/16;06/04/16;Treinamento para Gerentes de Projeto;Treinamento;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;São Paulo;Marty McFly
Indústrias Rodrigues;Manufatura; R$ 89.141,00 ; R$ 89.141,00 ;28/04/15;15/07/15;Treinamento fundamentos;Treinamento;Microsoft Project Desktop;3 - Entendimento de necessidades;Ganha;São Paulo;Marty McFly
Indústrias Rodrigues;Manufatura; R$ 374.600,00 ; R$ -   ;23/03/17;10/04/18;Treinamento para Gerentes de Projeto;Treinamento;Microsoft Project Online;2 - Oportunidade;Perdida;São Paulo;Django Freeman
eHealth Ontario;Saúde; R$ 145,00 ; R$ 145,00 ;11/12/17;07/12/17;Desenvolvimento de flows;Consultoria;Power Automate;3 - Entendimento de necessidades;Ganha;Tocantins;Marty McFly
eHealth Ontario;Saúde; R$ 3.000,00 ; R$ -   ;08/12/17;12/04/18;Implantação PPM;Consultoria;Microsoft Project Online;1 - Lead;Perdida;Tocantins;Mia Wallace
ELECTROSONIC SYSTEMS INC;Mídia & Conteúdo; R$ 990,00 ; R$ 990,00 ;14/01/19;25/01/19;Contratação pontual de suporte;Serviços;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;São Paulo;Marty McFly
ELECTROSONIC SYSTEMS INC;Mídia & Conteúdo; R$ 30.000,00 ; R$ 30.000,00 ;29/02/16;10/03/16;Desenvolvimento de workflows;Consultoria;Microsoft Project Online;2 - Oportunidade;Ganha;São Paulo;Marty McFly
ELECTROSONIC SYSTEMS INC;Mídia & Conteúdo; R$ 102.300,00 ; R$ -   ;26/10/15;09/11/15;Treinamento autores de relatório;Treinamento;Microsoft Power BI;2 - Oportunidade;Perdida;São Paulo;Marty McFly
Empresa de Distribuição Energética;Eletricidade & Energia; R$ -   ; R$ -   ;17/07/18;02/01/20;Implantação PPM;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Perdida;Espírito Santo;Vincent Vega
Empresa de Distribuição Energética;Eletricidade & Energia; R$ -   ; R$ -   ;30/05/18;26/11/18;Treinamento para Administradores;Treinamento;Microsoft Project Online;Não classificada;Perdida;Bahia;Vincent Vega
Empresa de Distribuição Energética;Eletricidade & Energia; R$ -   ; R$ -   ;10/05/17;18/06/18;Treinamento para Gerentes de Projeto;Treinamento;Microsoft Project Online;Não classificada;Perdida;Sergipe;Marty McFly
Empresa de Distribuição Energética;Eletricidade & Energia; R$ 990,00 ; R$ 990,00 ;15/10/18;15/10/18;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Espírito Santo;Jack Sparrow
Empresa de Distribuição Energética;Eletricidade & Energia; R$ 6.000,00 ; R$ -   ;07/05/18;29/06/18;Treinamento fundamentos;Treinamento;Microsoft Project Desktop;1 - Lead;Perdida;Sergipe;Jack Sparrow
Empresa de Distribuição Energética;Eletricidade & Energia; R$ 7.196,00 ; R$ 7.196,00 ;20/08/14;12/11/14;Contratação pontual de suporte;Serviços;Microsoft SharePoint Online;3 - Entendimento de necessidades;Ganha;Sergipe;Rose Calvert
Indústrias Rodrigues;Manufatura; R$ -   ; R$ -   ;28/01/16;14/07/17;Treinamento fundamentos;Treinamento;Microsoft Project Desktop;Não classificada;Perdida;São Paulo;Marty McFly
Enegias Nacionais SA;Eletricidade & Energia; R$ -   ; R$ -   ;05/04/18;04/06/18;Implantação PPM;Consultoria;Microsoft Project Online;Não classificada;Perdida;Santa Catarina;Mia Wallace
Enegias Nacionais SA;Eletricidade & Energia; R$ -   ; R$ -   ;26/10/15;28/01/17;Desenvolvimento de workflows;Consultoria;Microsoft SharePoint Online;Não classificada;Perdida;Santa Catarina;Vincent Vega
Enegias Nacionais SA;Eletricidade & Energia; R$ 300,00 ; R$ 300,00 ;24/08/16;29/08/16;Treinamento autores de relatório;Treinamento;Microsoft Power BI;3 - Entendimento de necessidades;Ganha;Paraná;Marty McFly
Enegias Nacionais SA;Eletricidade & Energia; R$ 8.000,00 ; R$ 8.000,00 ;02/08/13;11/08/13;Pacote de relatórios Excel;Produtos;Microsoft Excel;1 - Lead;Ganha;Santa Catarina;Marty McFly
Enegias Nacionais SA;Eletricidade & Energia; R$ 10.800,00 ; R$ -   ;12/05/16;09/04/18;Pacote de relatórios Power BI;Produtos;Microsoft Power BI;1 - Lead;Perdida;Santa Catarina;Rose Calvert
Enegias Nacionais SA;Eletricidade & Energia; R$ 15.000,00 ; R$ 15.000,00 ;12/05/16;21/11/16;Treinamento autores de relatório;Treinamento;Microsoft Power BI;3 - Entendimento de necessidades;Ganha;Paraná;Moana Waialiki
Enegias Nacionais SA;Eletricidade & Energia; R$ 25.000,00 ; R$ 25.000,00 ;30/10/15;03/11/15;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Paraná;Marty McFly
Enegias Nacionais SA;Eletricidade & Energia; R$ 31.000,00 ; R$ 31.000,00 ;11/06/13;17/07/13;Treinamento autores de relatório;Treinamento;Microsoft Power BI;1 - Lead;Ganha;Santa Catarina;Rose Calvert
Enegias Nacionais SA;Eletricidade & Energia; R$ 45.000,00 ; R$ 45.000,00 ;29/04/15;18/10/15;Treinamento autores de relatório;Treinamento;Microsoft Power BI;3 - Entendimento de necessidades;Ganha;Bahia;Marty McFly
ER Energias Renováveis;Eletricidade & Energia; R$ 540,00 ; R$ 540,00 ;30/07/18;09/08/18;Desenvolvimento de relatórios;Consultoria;Microsoft Project Server;3 - Entendimento de necessidades;Ganha;Rio Grande do Sul;Rose Calvert
ER Energias Renováveis;Eletricidade & Energia; R$ 540,00 ; R$ 540,00 ;28/08/17;07/09/17;Implantação PPM;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Rio Grande do Sul;Moana Waialiki
ER Energias Renováveis;Eletricidade & Energia; R$ 594,00 ; R$ 594,00 ;12/09/17;12/09/17;Treinamento para Administradores;Treinamento;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Santa Catarina;Moana Waialiki
ER Energias Renováveis;Eletricidade & Energia; R$ 625,00 ; R$ 625,00 ;01/12/16;19/12/16;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Rio Grande do Sul;Rose Calvert
ER Energias Renováveis;Eletricidade & Energia; R$ 1.599,00 ; R$ 1.599,00 ;09/01/17;11/01/17;Desenvolvimento de workflows;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Rio Grande do Sul;Marty McFly
ER Energias Renováveis;Eletricidade & Energia; R$ 2.199,00 ; R$ 2.199,00 ;07/03/17;24/07/17;Treinamento para Administradores;Treinamento;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Paraná;Mia Wallace
ER Energias Renováveis;Eletricidade & Energia; R$ 10.000,00 ; R$ 10.000,00 ;28/06/18;09/08/18;Pacote de relatórios Excel;Produtos;Microsoft Excel;3 - Entendimento de necessidades;Ganha;Rio Grande do Sul;Marty McFly
ER Energias Renováveis;Eletricidade & Energia; R$ 10.000,00 ; R$ 10.000,00 ;12/06/17;14/07/17;Treinamento para Gerentes de Projeto;Treinamento;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Rio Grande do Sul;Mia Wallace
ER Energias Renováveis;Eletricidade & Energia; R$ 18.000,00 ; R$ -   ;02/05/17;15/05/17;Desenvolvimento de flows;Consultoria;Power Automate;1 - Lead;Perdida;Rio Grande do Sul;Mia Wallace
ER Energias Renováveis;Eletricidade & Energia; R$ 19.000,00 ; R$ -   ;13/09/16;12/04/18;Implantação PPM;Consultoria;Microsoft Project Online;1 - Lead;Perdida;Rio Grande do Sul;Vincent Vega
ER Energias Renováveis;Eletricidade & Energia; R$ 26.000,00 ; R$ 26.000,00 ;01/05/17;27/06/17;Contratação pontual de suporte;Serviços;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;Rio Grande do Sul;Mia Wallace
ER Energias Renováveis;Eletricidade & Energia; R$ 34.200,00 ; R$ 34.200,00 ;13/09/16;13/10/16;Pacote de relatórios Excel;Produtos;Microsoft Excel;3 - Entendimento de necessidades;Ganha;Rio Grande do Sul;Mia Wallace
ER Energias Renováveis;Eletricidade & Energia; R$ 39.000,00 ; R$ -   ;24/01/18;29/06/18;Migração PPM (PS 2010 - POL);Consultoria;Microsoft Project Online;Não classificada;Perdida;Santa Catarina;Mia Wallace
ER Energias Renováveis;Eletricidade & Energia; R$ 55.000,00 ; R$ -   ;25/07/19;17/10/19;Treinamento fundamentos;Treinamento;Microsoft Project Desktop;7 - Encerramento;Perdida;Distrito Federal;Marty McFly
ER Energias Renováveis;Eletricidade & Energia; R$ 127.528,00 ; R$ 127.528,00 ;19/05/16;11/07/16;Desenvolvimento de flows;Consultoria;Power Automate;3 - Entendimento de necessidades;Ganha;Rio Grande do Sul;Jack Sparrow
Escola de Medicina Avançada;Educação; R$ 84.000,00 ; R$ 84.000,00 ;08/11/19;18/06/20;Desenvolvimento de workflows;Consultoria;Microsoft Project Online;7 - Encerramento;Ganha;Piauí;Django Freeman
Escola de Medicina Avançada;Educação; R$ 135.000,00 ; R$ -   ;07/07/17;14/12/17;Contratação pontual de suporte;Serviços;Microsoft Project Online;1 - Lead;Perdida;Goiás;Django Freeman
Escola de Medicina Avançada;Educação; R$ 217.319,99 ; R$ 217.319,99 ;20/06/16;17/08/16;Contratação pontual de suporte;Serviços;Microsoft Project Server;1 - Lead;Perdida;Maranhão;Mia Wallace
Escola de Tecnologia e Procesamento de Dados;Educação; R$ 32.000,00 ; R$ -   ;29/08/13;21/03/14;Implantação PPM;Consultoria;Microsoft Project Online;1 - Lead;Perdida;Minas Gerais;Marty McFly
Escola Superior de Desenvolvimento;Educação; R$ 15.500,00 ; R$ 15.500,00 ;18/03/13;09/05/13;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;São Paulo;Jack Sparrow
Escola Superior de Teologia;Educação; R$ 45.000,00 ; R$ -   ;13/10/16;11/12/17;Desenvolvimento de workflows;Consultoria;Microsoft Project Online;Não classificada;Perdida;Santa Catarina;Jack Sparrow
Escola Superior de Teologia;Educação; R$ 50.000,00 ; R$ 50.000,00 ;18/03/16;24/05/16;Treinamento autores de relatório;Treinamento;Microsoft Power BI;1 - Lead;Perdida;Maranhão;Marty McFly
Indústrias Rodrigues;Manufatura; R$ 6.000,00 ; R$ -   ;11/06/15;28/09/15;Desenvolvimento de relatórios;Consultoria;Microsoft Project Server;1 - Lead;Perdida;São Paulo;Marty McFly
Indústrias Rodrigues;Manufatura; R$ 34.000,00 ; R$ -   ;31/05/13;07/08/13;Desenvolvimento de relatórios;Consultoria;Microsoft Project Online;1 - Lead;Perdida;São Paulo;Django Freeman
Indústrias Rodrigues;Manufatura; R$ 83.500,00 ; R$ 83.500,00 ;27/08/13;12/05/14;Desenvolvimento de workflows;Consultoria;Microsoft Project Online;3 - Entendimento de necessidades;Ganha;São Paulo;Marty McFly
Esterline;Manufatura; R$ 197.007,00 ; R$ -   ;18/11/16;10/04/17;Implantação PPM;Consultoria;Microsoft Project Server;2 - Oportunidade;Perdida;Paraíba;Marty McFly
Executive Jet Management;Hospitalidade & Transporte; R$ 88.898,00 ; R$ 88.898,00 ;22/06/16;01/07/16;Treinamento para Administradores;Treinamento;Microsoft Project Online;1 - Lead;Perdida;Bahia;Jack Sparrow
EY Global Services Limited;Serviços Profissionais; R$ 495,00 ; R$ 495,00 ;25/03/19;25/03/19;Treinamento fundamentos;Treinamento;Microsoft Project Desktop;3 - Entendimento de necessidades;Ganha;Maranhão;Mia Wallace
